gene_id,transcript_id,length
PSLNR,NR_132385.2,37395
PSMA1,NM_148976.3,138787
PSMA2,NM_002787.5,15314
PSMA3,NR_038123.2,27162
PSMA3-AS1,NR_029435.1,32773
PSMA4,NM_002789.6,11974
PSMA5,NM_001199774.2,27407
PSMA6,NM_001282234.1,38922
PSMA7,NM_002792.4,6662
PSMA8,XM_011525818.2,59487
PSMB1,NM_002793.4,18188
PSMB10,NM_002801.4,2345
PSMB11,NM_001099780.2,1849
PSMB2,NM_001199779.2,41986
PSMB3,NR_104195.2,11485
PSMB3_1,NR_104195.2_1,11485
PSMB4,NM_002796.3,2365
PSMB5,NM_001130725.1,9370
PSMB6,NM_001270481.2,2332
PSMB7,NM_002799.4,61978
PSMB8,NM_004159.5,3963
PSMB8-AS1,NR_037173.1,2415
PSMB8-AS1_1,NR_037173.1_1,2415
PSMB8-AS1_2,NR_037173.1_2,2415
PSMB8-AS1_3,NR_037173.1_3,2415
PSMB8-AS1_4,NR_037173.1_4,2415
PSMB8-AS1_5,NR_037173.1_5,2415
PSMB8-AS1_6,NR_037173.1_6,2415
PSMB8-AS1_7,NR_037173.1_7,2415
PSMB8_1,NM_004159.5_1,3963
PSMB8_2,NM_004159.5_2,3963
PSMB8_3,NM_004159.5_3,3963
PSMB8_4,NM_004159.5_4,3963
PSMB8_5,NM_004159.5_5,3963
PSMB8_6,NM_004159.5_6,3963
PSMB8_7,NM_004159.5_7,3963
PSMB9,NM_002800.5,5660
PSMB9_1,NM_002800.5_1,5657
PSMB9_2,NM_002800.5_2,5662
PSMB9_3,NM_002800.5_3,5660
PSMB9_4,NM_002800.5_4,5661
PSMB9_5,NM_002800.5_5,5657
PSMB9_6,NM_002800.5_6,5661
PSMB9_7,NM_002800.5_7,5657
PSMC1,NM_002802.3,18877
PSMC2,NM_002803.4,21753
PSMC3,NM_002804.5,7665
PSMC3IP,NR_045670.1,5522
PSMC4,NM_006503.4,10600
PSMC4_1,NM_006503.4_1,10600
PSMC5,NM_002805.6,4589
PSMC6,NR_158967.2,21391
PSMD1,NR_034059.2,115961
PSMD10,NM_170750.3,7336
PSMD11,NM_001270482.2,38810
PSMD12,NM_174871.4,28662
PSMD13,NM_002817.4,16009
PSMD14,NM_005805.6,103293
PSMD14-DT,NR_110593.1,31386
PSMD2,NM_002808.5,9810
PSMD3,NM_002809.4,17153
PSMD4,NM_002810.4,12746
PSMD5,NM_001270427.2,26870
PSMD6,NM_001271780.2,13457
PSMD6-AS1,NR_189168.1,4299
PSMD6-AS2,NR_038286.1,8222
PSMD7,NM_002811.5,9475
PSMD7-DT,NR_104657.1,23130
PSMD8,NM_002812.5,9254
PSMD9,NR_048555.3,29508
PSME1,NM_176783.3,2769
PSME1_1,NM_176783.3_1,2769
PSME2,NM_002818.3,3246
PSME2_1,NM_002818.3_1,3246
PSME3,NR_049772.2,10364
PSME3IP1,NM_001354078.1,33651
PSME4,NM_014614.3,106925
PSMF1,NM_178578.4,58984
PSMG1,XM_024452135.2,8746
PSMG2,NM_147163.2,67003
PSMG3,NM_001134340.2,2701
PSMG3-AS1,NR_021487.2,19554
PSMG4,XM_011514591.4,13646
PSORS1C1,NM_014068.3,25293
PSORS1C1_1,NM_014068.3_1,25311
PSORS1C1_2,NM_014068.3_2,25259
PSORS1C1_3,NM_014068.3_3,25304
PSORS1C1_4,NM_014068.3_4,25313
PSORS1C1_5,NM_014068.3_5,25319
PSORS1C2,NM_014069.3,1533
PSORS1C2_1,NM_014069.3_1,1533
PSORS1C2_2,NM_014069.3_2,1533
PSORS1C2_3,NM_014069.3_3,1533
PSORS1C2_4,NM_014069.3_4,1533
PSORS1C2_5,NM_014069.3_5,1531
PSORS1C3,NR_152835.1,12583
PSORS1C3_1,NR_152835.1_1,12594
PSORS1C3_2,NR_152835.1_2,12590
PSORS1C3_3,NR_152835.1_3,12593
PSORS1C3_4,NR_152835.1_4,12594
PSORS1C3_5,NR_152835.1_5,12578
PSORS1C3_6,NR_152835.1_6,12579
PSPC1,XR_007063689.1,111741
PSPH,NM_001370513.1,40381
PSPN,NM_004158.5,786
PSRC1,XM_005271283.4,3590
PSTK,XR_001747018.2,9990
PSTPIP1,NM_001321137.1,42796
PSTPIP2,NM_024430.4,88725
PTAFR,NM_001164722.3,46691
PTAR1,NR_159515.1,50487
PTBP1,NM_002819.5,14861
PTBP2,NR_125357.2,101956
PTBP3,XM_047424272.1,162168
PTCD1,NM_015545.4,22060
PTCD2,XR_948298.3,48023
PTCD3,NM_017952.6,35923
PTCH1,NM_001083603.3,73992
PTCH2,NM_001166292.2,23409
PTCHD1,XM_011545449.4,69979
PTCHD1-AS,NR_073010.2,1100142
PTCHD3,NM_001034842.5,17227
PTCHD3_1,NM_001034842.5_1,17227
PTCHD4,XM_011514639.3,254525
PTCRA,XM_024446344.2,9786
PTCSC1,NR_146773.1,2809
PTCSC2,NR_147055.1,153456
PTCSC3,NR_049735.3,41833
PTDSS1,NM_014754.3,75094
PTDSS2,XR_002957201.2,43132
PTDSS2_1,NR_138046.2_1,17507
PTEN,NM_001304717.5,108306
PTENP1,NR_023917.1,3917
PTENP1-AS,NR_103745.2,10744
PTEN_1,NM_001304717.5_1,108271
PTER,XR_007062017.1,82011
PTF1A,NM_178161.3,1934
PTGDR,XM_005267891.5,13217
PTGDR2,NM_004778.3,5018
PTGDS,NM_000954.6,4239
PTGER1,NM_000955.3,2889
PTGER2,NM_000956.4,14287
PTGER3,NR_028293.2,195459
PTGER4,XM_017009659.3,66886
PTGER4P2-CDK2AP2P2,NR_024496.1,8762
PTGES,NM_004878.5,14694
PTGES2,XM_011519050.2,7748
PTGES2-AS1,NR_024425.1,2106
PTGES3,NR_104219.2,24936
PTGES3L,NM_001142654.2,11978
PTGES3L-AARSD1,NM_001136042.2,30003
PTGFR,XM_047426085.1,49728
PTGFRN,NM_020440.4,80438
PTGIR,XR_430206.4,14403
PTGIS,NM_000961.4,64264
PTGR1,NM_001146109.2,49926
PTGR2,NM_001371330.1,33896
PTGR3,NM_175907.6,14027
PTGS1,NM_001271368.2,25171
PTGS2,NM_000963.4,8633
PTH,NM_001316352.2,4128
PTH1R,XM_011533967.4,26079
PTH2,NM_178449.4,1023
PTH2R,NR_163994.1,134815
PTHLH,XM_017019675.2,14650
PTK2,NM_001352699.2,344180
PTK2B,XM_047421544.1,148886
PTK6,NM_001256358.2,9376
PTK7,NR_072998.2,85402
PTMA,NM_001099285.2,5027
PTMAP11,NR_028350.1,1381
PTMS,NM_001330333.2,4590
PTN,NM_001321387.3,116393
PTOV1,NR_130963.2,10038
PTOV1-AS1,NR_040037.1,13032
PTOV1-AS2,NR_110730.1,2825
PTP4A1,NM_001385255.1,67149
PTP4A2,NM_001195101.2,31948
PTP4A3,NM_032611.3,40434
PTP4A3_1,NM_032611.3_1,40434
PTP4A3_2,NM_032611.3_2,46338
PTPA,XM_047423560.1,37997
PTPDC1,NM_177995.3,79041
PTPMT1,NM_001143984.2,7863
PTPMT1_1,NM_175732.3_1,1287
PTPN1,NM_002827.4,74859
PTPN11,NM_001330437.2,90972
PTPN12,NM_002835.4,102775
PTPN13,XM_011532165.3,220847
PTPN14,NM_005401.5,202903
PTPN18,NM_014369.4,19350
PTPN2,XM_024451228.2,98760
PTPN20,NR_148022.2,90895
PTPN21,NM_007039.4,89230
PTPN22,XM_047417630.1,57949
PTPN23,NM_015466.4,32415
PTPN23-DT,NR_185912.1,2401
PTPN3,XM_011518888.3,162721
PTPN4,NM_002830.4,224978
PTPN5,XM_017018439.2,64794
PTPN6,NM_080548.5,14740
PTPN7,NR_037664.1,14576
PTPN9,NM_002833.4,116065
PTPRA,NM_002836.4,174486
PTPRB,NM_001330204.2,121560
PTPRC,XM_047426381.1,118764
PTPRCAP,NM_005608.3,2173
PTPRC_1,NM_002838.5_1,79264
PTPRD,NM_002839.4,2298757
PTPRD-AS1,NR_121599.1,3710
PTPRD-DT,NR_110696.1,7215
PTPRE,NM_001316676.2,178753
PTPRF,XM_011541873.3,101616
PTPRG,XM_017006961.2,736039
PTPRG-AS1,NR_038281.1,57129
PTPRH,NM_001161440.3,28255
PTPRJ,NM_002843.4,190281
PTPRK,NM_001291984.2,551815
PTPRK-AS1,NR_125849.1,58429
PTPRK-AS1_1,NR_125849.1_1,58429
PTPRK_1,NM_001291984.2_1,555951
PTPRM,XM_011525708.3,839541
PTPRN,NM_001199763.2,19779
PTPRN2,XM_047420678.1,1048768
PTPRN2-AS1,NR_038966.1,11508
PTPRO,XR_931316.4,275824
PTPRQ,NM_001145026.2,236039
PTPRR,NM_002849.4,282660
PTPRS,XM_047439166.1,135305
PTPRS-AS1,NR_186338.1,719
PTPRT,XM_047439848.1,1158017
PTPRT-AS1,NR_149017.1,2750
PTPRT-DT,NR_186414.1,12535
PTPRU,NM_005704.5,90279
PTPRVP,NR_002930.2,21399
PTPRZ1,NM_001369396.1,188876
PTRH1,XM_047422774.1,21527
PTRH2,XM_011524887.3,10123
PTRHD1,NM_001013663.2,3664
PTS,NM_000317.3,7546
PTTG1,NM_004219.4,6885
PTTG1IP,NR_104597.2,24093
PTTG1IP2,NM_001365443.2,43759
PTTG2,NM_006607.3,731
PTTG3P,NR_002734.2,706
PTX3,NM_002852.4,6784
PTX4,NM_001328608.2,3059
PUDP,XR_007068202.1,442316
PUF60,NM_001271097.2,12972
PUF60_1,NM_001362896.2_1,11358
PUM1,NM_014676.3,134212
PUM2,XM_047443807.1,103563
PUM3,NM_014878.5,39944
PURA,NM_005859.5,11511
PURB,NM_033224.5,9232
PURG,NM_001323312.2,37555
PURPL,NR_038848.1,24110
PUS1,NM_025215.6,16621
PUS1-AS1,XR_001749414.2,3844
PUS10,XM_011532574.4,78033
PUS3,NM_001271985.2,9722
PUS7,XM_047420533.1,65771
PUS7L,NM_001271826.2,39799
PUSL1,NR_144369.2,3081
PVALB,NM_002854.3,18797
PVALB_1,NM_002854.3_1,18797
PVALEF,NM_001354639.2,17660
PVR,NM_006505.5,22253
PVRIG,NM_024070.3,2241
PVRIG2P,NR_103728.1,1619
PVT1,NR_186144.1,306733
PWAR1,NR_022009.1,2412
PWAR4,NR_022010.1,342
PWAR5,NR_022008.1,3373
PWAR6,NR_146168.1,4618
PWARSN,NR_022011.1,1797
PWP1,NM_001317963.2,27364
PWP2,NM_005049.3,23783
PWRN1,NR_026646.1,29624
PWRN1_1,XR_007069211.1,216676
PWRN2,NR_152824.1,5172
PWRN2_1,NR_152824.1_1,5174
PWRN3,NR_130780.1,6841
PWRN3_1,NR_130780.1_1,6841
PWRN4,NR_126392.1,113008
PWRN4_1,NR_126392.1_1,57858
PWWP2A,XM_011534424.4,75135
PWWP2B,NM_138499.4,20660
PWWP3A,NR_168278.1,23471
PWWP3B,XM_047441823.1,40652
PWWP4,NM_001395996.1,12994
PXDC1,NM_183373.4,29095
PXDN,XM_011510396.2,113015
PXDNL,XR_007060701.1,489869
PXK,NR_146194.2,93236
PXMP2,NM_018663.3,17399
PXMP4,NM_183397.3,17553
PXN,NM_002859.4,55284
PXN-AS1,NR_038924.1,11538
PXT1,XM_011514400.3,52304
PXYLP1,XM_047449228.1,63100
PYCARD,NM_145182.3,1275
PYCARD-AS1,NR_102400.1,1568
PYCR1,NM_001282279.2,4910
PYCR2,NM_001271681.2,4373
PYCR3,NR_138144.3,6366
PYCR3_1,NR_138144.3_1,6366
PYDC1,NM_152901.4,1174
PYDC2,NM_001083308.1,294
PYDC2-AS1,NR_120606.1,164833
PYDC5,NM_001320010.2,2781
PYGB,NM_002862.4,49928
PYGL,NM_001163940.2,39267
PYGM,NM_001164716.1,14327
PYGO1,NM_015617.3,50088
PYGO2,NM_138300.4,4757
PYGO2-AS1,NR_171036.1,1086
PYHIN1,XM_011509243.3,59319
PYM1,NM_032345.3,26482
PYROXD1,NM_024854.5,33596
PYROXD2,NM_032709.3,31615
PYURF,NM_032906.5,2779
PYY,NM_004160.6,51713
PYY2,NR_003064.2,1498
PZP,XM_047429274.1,71924
QARS1,NR_073590.2,8826
QDPR,NR_156494.2,25696
QKI,NM_206855.3,163875
QKILA,NR_187398.1,5119
QNG1,NM_001317997.2,18676
QPCT,NM_012413.4,28693
QPCTL,NM_017659.4,11322
QPRT,NM_001318249.1,19692
QRFP,NM_198180.3,4106
QRFPR,NM_198179.3,52377
QRICH1,NM_001320584.1,64667
QRICH2,XM_047436911.1,36916
QRSL1,XM_011535924.3,38840
QSER1,XM_047427611.1,87460
QSOX1,NM_002826.5,49162
QSOX2,NM_181701.4,39480
QTRT1,NM_031209.3,11927
QTRT2,NM_024638.4,31686
R3HCC1,NR_125897.1,8188
R3HCC1L,XM_047425072.1,110241
R3HDM1,NM_001378107.1,193786
R3HDM2,XM_047428533.1,177378
R3HDM2-DT,NR_185976.1,2820
R3HDM4,NM_138774.4,16717
R3HDML,NM_178491.4,14196
R3HDML-AS1,NR_184036.1,7691
RAB10,XM_047443004.1,104170
RAB11A,NM_004663.5,22499
RAB11B,NM_004218.4,14075
RAB11B-AS1,NR_038237.1,16316
RAB11FIP1,NM_025151.5,40880
RAB11FIP2,NM_014904.3,42026
RAB11FIP3,NM_001370401.1,97363
RAB11FIP3_1,NM_001370401.1_1,100885
RAB11FIP4,NM_032932.6,146537
RAB11FIP4_1,NM_032932.6_1,42449
RAB11FIP5,NM_015470.3,39567
RAB12,NM_001025300.3,29947
RAB13,XM_017001959.2,9059
RAB14,NM_016322.4,23737
RAB15,NM_001308154.2,26521
RAB17,NR_033308.2,16409
RAB17-DT,NR_187201.1,4826
RAB18,NR_046172.2,37936
RAB19,NM_001008749.3,23917
RAB1A,NM_015543.2,43253
RAB1B,NM_030981.3,8854
RAB20,NM_017817.3,38657
RAB21,NM_014999.4,45424
RAB22A,NM_020673.3,57793
RAB23,NR_103822.2,35316
RAB24,NR_109789.2,2522
RAB25,NR_133653.2,9345
RAB26,NM_001308053.1,6022
RAB27A,XM_005254576.6,86848
RAB27B,XR_007066208.1,177660
RAB28,NM_001017979.3,116617
RAB29,XM_006711606.4,7497
RAB2A,NM_001242644.1,106735
RAB2B,NR_028074.2,17940
RAB30,NM_001286060.2,98765
RAB30-DT,NR_038903.1,1647
RAB31,NM_006868.4,154251
RAB32,NM_006834.5,11121
RAB33A,XM_017029963.3,74248
RAB33B,XM_011532299.2,38234
RAB33B-AS1,NR_159963.1,2367
RAB34,XM_047436885.1,4148
RAB35,NM_001167606.2,21655
RAB35-AS1,NR_182302.1,2097
RAB36,XM_011530545.3,23957
RAB37,NM_175738.5,76205
RAB38,XM_017017456.3,371729
RAB38_1,NM_022337.3_1,895
RAB39A,NM_017516.3,35035
RAB39B,NM_171998.4,6257
RAB3A,NM_002866.5,7259
RAB3B,NM_002867.4,82745
RAB3C,NM_001317915.2,277243
RAB3D,NM_004283.4,17590
RAB3GAP1,XR_001738674.3,124105
RAB3GAP2,NM_012414.4,124161
RAB3IL1,XM_011545197.3,47937
RAB3IP,XM_006719226.4,84941
RAB40A,NM_080879.3,20360
RAB40AL,NM_001031834.1,1029
RAB40B,NM_006822.3,43726
RAB40C,NM_001172663.2,39912
RAB41,XM_011530948.4,2831
RAB42,NM_001385188.1,4402
RAB43,NM_001204883.2,34579
RAB44,XM_024446435.2,35359
RAB4A,NR_073545.2,34784
RAB4A-AS1,NR_149313.1,14263
RAB4B,NM_016154.5,18696
RAB4B-EGLN2,NR_037791.1,30223
RAB5A,NM_004162.5,38079
RAB5B,NM_001252036.2,22735
RAB5C,NM_004583.4,30011
RAB5C-AS1,NR_187282.1,2524
RAB5IF,NR_164351.1,6779
RAB6A,NM_001243718.2,85437
RAB6B,NM_016577.4,71648
RAB6C,NM_032144.3,3073
RAB6C-AS1,NR_036537.1,13881
RAB6C-AS1_1,NR_036537.1_1,13881
RAB6C_1,NM_032144.3_1,3073
RAB6D,NM_001077637.3,3677
RAB7A,NM_004637.6,88616
RAB7B,NM_001304839.2,26656
RAB8A,NM_005370.5,22346
RAB8B,XM_017022312.1,78171
RAB9A,XM_047442645.1,21377
RAB9B,NR_146558.2,55934
RAB9BP1,NR_000039.2,625
RABAC1,NM_006423.3,2639
RABEP1,XM_047437039.1,104057
RABEP2,NM_024816.3,20818
RABEPK,NM_005833.4,33620
RABGAP1,XM_047423130.1,173196
RABGAP1L,NR_158982.1,835789
RABGAP1L-AS1,NR_121196.1,19315
RABGAP1L-DT,NR_121197.1,37650
RABGEF1,NM_001367727.1,156898
RABGEF1P1,NR_111973.1,62103
RABGGTA,NM_004581.5,6090
RABGGTA_1,NM_004581.5_1,6090
RABGGTB,NR_073562.1,8897
RABIF,NM_002871.5,10868
RABL2A,NR_148881.2,16127
RABL2B,NM_007081.4,16131
RABL3,NM_173825.5,57579
RABL6,NM_001173988.2,33240
RAC1,NM_018890.4,29441
RAC2,NM_002872.5,19000
RAC3,NM_001316307.2,2527
RACGAP1,XM_024448958.2,44279
RACGAP1P1,NR_026583.1,2794
RACK1,NM_006098.5,7010
RAD1,NR_026591.2,10245
RAD17,NM_133343.2,45509
RAD17_1,NM_133343.2_1,45431
RAD17_2,NM_133343.2_2,45736
RAD18,NM_020165.4,86398
RAD21,NM_006265.3,28843
RAD21-AS1,NR_033886.1,2445
RAD21L1,XM_006723603.3,29833
RAD23A,NR_072976.2,7781
RAD23B,NM_002874.5,48911
RAD50,NM_005732.4,89373
RAD51,XM_011521857.3,37608
RAD51-AS1,NR_040058.1,1372
RAD51AP1,XM_047428085.1,21158
RAD51AP2,XM_024453116.2,27281
RAD51B,NM_001321818.2,863318
RAD51C,XM_006722004.4,43039
RAD51D,NM_002878.4,27640
RAD51L3-RFFL,NR_037714.1,112411
RAD52,XM_017019769.2,79387
RAD54B,NM_012415.3,103156
RAD54L,NM_001142548.2,30786
RAD54L2,NM_001322253.2,129942
RAD9A,XM_047427382.1,6427
RAD9B,NM_001286534.2,31226
RADIL,NM_018059.5,86662
RADX,NM_018015.6,67462
RAE1,NM_003610.4,27948
RAET1E,NM_001394056.1,14935
RAET1E-AS1,NR_045126.1,56011
RAET1E-LRP11,NR_182438.1,77374
RAET1G,NR_130110.2,6244
RAET1K,NR_024045.2,7186
RAET1L,NM_130900.3,7199
RAF1,NR_148942.3,80517
RAG1,NM_001377277.1,69410
RAG2,XM_047427385.1,7241
RAI1,XM_047435151.1,129996
RAI1-AS1,NR_130894.1,7149
RAI14,NM_015577.3,176285
RAI14-DT,NR_183264.1,7065
RAI2,NM_001172732.2,61250
RALA,XM_047420682.1,84549
RALB,XM_047445359.1,54641
RALBP1,XM_047437278.1,63106
RALGAPA1,NM_194301.4,270940
RALGAPA1P1,NR_104269.1,7496
RALGAPA2,XR_007067471.1,323115
RALGAPB,NM_020336.4,106016
RALGDS,NM_001042368.3,51489
RALGPS1,XM_011519233.2,308385
RALGPS2,NR_174383.1,196597
RALGPS2-AS1,NR_187252.1,3276
RALY,XM_011528695.4,90974
RALY-AS1,NR_109886.1,1880
RALYL,NM_001413301.1,739058
RAMAC,NM_031452.4,4848
RAMACL,NM_001395999.1,3670
RAMP1,XM_017003153.3,53227
RAMP2,NM_005854.3,1815
RAMP2-AS1,NR_024462.1,7344
RAMP3,XM_006715631.4,26460
RAN,NM_006325.5,5613
RANBP1,NM_001278639.2,11252
RANBP10,NM_001320238.2,83491
RANBP17,XM_011534627.2,437998
RANBP2,XM_047445367.1,1122820
RANBP3,XM_047439570.1,62002
RANBP3-DT,NR_046376.1,41961
RANBP3L,XM_006714455.5,54990
RANBP6,NM_001243203.2,4600
RANBP9,XM_011514205.3,90338
RANGAP1,NM_001317930.2,57591
RANGRF,NM_001177802.2,1418
RAP1A,NM_001370216.2,174683
RAP1B,NM_015646.6,61003
RAP1GAP,NR_170911.1,73137
RAP1GAP2,XM_047435668.1,282097
RAP1GDS1,NM_001100426.2,182475
RAP2A,NM_021033.7,34960
RAP2B,NM_002886.4,8402
RAP2C,XR_430548.2,16423
RAP2C-AS1,NR_110410.1,214305
RAPGEF1,NM_001377937.1,163302
RAPGEF2,NM_001351724.5,257095
RAPGEF3,NM_001098531.4,24518
RAPGEF4,XM_047443030.1,317576
RAPGEF4-AS1,NR_026995.1,13018
RAPGEF5,NM_012294.5,238919
RAPGEF6,NM_016340.6,211309
RAPGEFL1,NM_001303534.3,18641
RAPH1,NM_213589.3,101620
RAPSN,NM_032645.5,11373
RARA,XM_011525095.2,48464
RARA-AS1,NR_110861.1,2270
RARB,NM_001290216.3,768612
RARB-AS1,NR_134933.1,1823
RARG,NM_001243731.2,21641
RARRES1,XM_005247686.6,35566
RARRES2,XR_007060121.1,3301
RARS1,NM_002887.4,32831
RARS2,NR_146747.2,76050
RASA1,NM_002890.3,124034
RASA2,NM_001303245.3,128318
RASA2-IT1,NR_046792.1,989
RASA3,XM_047430157.1,154841
RASA3-IT1,NR_046544.1,3466
RASA3-IT1_1,NR_046544.1_1,3466
RASA3_1,XM_054331721.1,150906
RASA4,NM_001079877.2,37113
RASA4B,NM_001277335.2,37802
RASA4CP,NR_024116.2,11737
RASA4DP,NR_146066.1,69987
RASAL1,XM_047429676.1,37479
RASAL2,XM_011510166.3,384747
RASAL2-AS1,NR_027982.1,2486
RASAL3,NR_174477.1,12921
RASD1,NM_001199989.2,1959
RASD2,NM_001376515.1,21194
RASEF,XM_047422827.1,239635
RASGEF1A,NM_145313.4,72531
RASGEF1B,NM_001300736.2,45515
RASGEF1C,NM_175062.4,108417
RASGRF1,NM_001145648.3,130875
RASGRF2,NM_006909.3,269800
RASGRF2-AS1,NR_105015.1,13215
RASGRP1,NM_001306086.2,76712
RASGRP2,XM_017017082.3,18546
RASGRP3,NM_001349975.2,128384
RASGRP3-AS1,NR_146505.1,14386
RASGRP4,XR_935732.3,17162
RASIP1,NM_017805.3,20026
RASL10A,XM_011529823.2,6927
RASL10B,XM_047437043.1,11883
RASL11A,NM_206827.2,4363
RASL11B,NM_023940.3,4519
RASL12,NM_001379429.1,23331
RASSF1,NM_001206957.2,11049
RASSF1-AS1,NR_109831.1,790
RASSF10,NM_001080521.3,2804
RASSF10-DT,NR_187417.1,17616
RASSF2,XM_017028153.2,43586
RASSF3,XM_047428711.1,190374
RASSF3-DT,NR_187549.1,10389
RASSF4,NM_032023.4,36090
RASSF5,NM_182663.4,81918
RASSF6,XM_011531689.4,49082
RASSF7,NM_003475.4,3056
RASSF7_1,NM_003475.4_1,3056
RASSF8,NM_007211.5,121208
RASSF8-AS1,NR_038228.1,4789
RASSF9,NM_005447.4,35707
RAVER1,NM_001366174.1,17318
RAVER2,NM_001366165.2,88158
RAX,NM_013435.3,6417
RAX2,NM_032753.4,3140
RB1,NM_001407165.1,178140
RB1-DT,NR_046414.2,7190
RB1CC1,XM_017014109.2,91978
RBAK,NM_021163.4,23628
RBAK-RBAKDN,NM_001204513.3,27362
RBAKDN,NR_015343.2,1164
RBBP4,NM_005610.3,35004
RBBP5,XM_047426902.1,35837
RBBP6,NM_006910.5,33298
RBBP7,NM_002893.4,26022
RBBP8,XM_047437728.1,112348
RBBP8NL,NM_080833.3,17303
RBBP9,NM_006606.3,10686
RBCK1,NR_136659.2,23841
RBFA,NM_024805.3,16218
RBFADN,NR_103445.2,14049
RBFOX1,NM_001415887.1,2473620
RBFOX2,NM_001394108.1,290089
RBFOX2_1,NM_001394108.1_1,200164
RBFOX3,XM_024450593.2,573625
RBIS,NM_001293320.2,6327
RBKS,NM_022128.3,109009
RBL1,NM_001323281.2,99649
RBL2,NM_005611.4,57178
RBM10,NM_001204468.2,41593
RBM11,NR_135311.2,12216
RBM12,NM_001198838.2,15976
RBM12B,XM_011517029.3,12855
RBM12B-AS1,NR_027259.1,709
RBM12B-DT,NR_183449.1,3452
RBM14,NM_006328.4,13305
RBM14-RBM4,NM_001198845.2,29839
RBM15,NM_022768.5,7301
RBM15-AS1,NR_036595.1,52797
RBM15B,NM_013286.5,6624
RBM17,NM_032905.5,28414
RBM18,NR_027125.2,27219
RBM19,XR_001748932.2,149586
RBM20,XM_017016103.3,196224
RBM22,NM_018047.3,10271
RBM23,XM_011536906.2,25946
RBM24,NM_001143942.2,12511
RBM25,XM_011537044.4,65366
RBM25-AS1,NR_184256.1,2624
RBM26,XM_047430536.1,94429
RBM26-AS1,NR_038991.1,18028
RBM27,NM_018989.2,85619
RBM28,NM_001166135.2,46224
RBM3,NM_006743.5,6679
RBM33,NM_053043.3,136820
RBM33-DT,NR_126344.1,2491
RBM34,NR_144491.2,30068
RBM38,XM_011528885.4,17938
RBM38-AS1,NR_149006.1,8897
RBM39,NR_040723.2,40914
RBM4,NM_001198844.2,29678
RBM41,NM_001394122.1,66721
RBM42,NM_024321.5,8650
RBM43,NM_198557.3,13924
RBM44,XM_017004055.2,44027
RBM45,XR_007069526.1,26575
RBM46,NM_001277171.2,47542
RBM47,XM_017008310.3,207573
RBM48,NM_001363367.1,11687
RBM4B,XR_247214.4,12890
RBM5,NR_036627.3,30103
RBM5-AS1,NR_045388.1,1386
RBM6,NR_146071.2,137100
RBM7,NM_001286045.2,9942
RBM8A,NM_005105.5,5929
RBMS1,NM_002897.5,221657
RBMS2,XM_024449115.2,75196
RBMS3,XM_005265061.3,729325
RBMS3-AS1,NR_046556.1,7346
RBMS3-AS2,NR_046557.1,26681
RBMS3-AS3,NR_109804.1,16746
RBMX,NM_001164803.2,11534
RBMX2,NM_016024.4,11670
RBMXL1,NM_019610.6,13174
RBMXL2,NM_014469.5,2151
RBMXL3,NM_001145346.2,3459
RBMY1A1,XM_011531437.3,24805
RBMY1A3P,NR_001547.1,5814
RBMY1A3P_1,NR_001547.1_1,5814
RBMY1B,XM_017030056.2,15879
RBMY1D,XM_011531487.4,26096
RBMY1E,XM_011531494.4,15856
RBMY1F,NM_001382384.1,20039
RBMY1J,XM_047442739.1,21461
RBMY2EP,NR_001574.2,6415
RBMY2FP,NR_002193.2,7347
RBMY3AP,NR_001573.2,4433
RBMY3AP_1,NR_001573.2_1,4433
RBP1,NM_002899.5,22305
RBP2,NM_004164.3,23633
RBP3,NM_002900.3,9519
RBP4,NM_001323518.2,10051
RBP5,XR_007063133.1,14270
RBP5_1,XR_008485780.1,12979
RBP7,NR_138250.2,18794
RBPJ,XM_047415656.1,329683
RBPJL,NM_001281448.2,10985
RBPMS,NM_001008711.3,187716
RBPMS-AS1,NR_046205.1,3283
RBPMS2,NR_138350.2,35699
RBSN,XM_005265385.5,29076
RBX1,NM_014248.4,21932
RC3H1,XM_047447096.1,91274
RC3H1-DT,NR_187284.1,708
RC3H2,NM_001354479.2,60804
RCAN1,NM_004414.7,98672
RCAN2,NM_001251973.2,271235
RCAN2-DT,NR_125837.1,41435
RCAN3,NM_001251979.2,38697
RCAN3AS,NR_144360.1,6129
RCBTB1,NR_148015.2,53613
RCBTB2,NM_001352429.2,46933
RCC1,NM_001381865.2,32947
RCC1L,NM_148842.3,46684
RCC2,NM_018715.4,32918
RCC2-AS1,NR_170323.1,622
RCC2-AS1_1,NR_170323.1_1,622
RCC2_1,NM_018715.4_1,32918
RCCD1,XM_047433317.1,8242
RCCD1-AS1,NR_170325.1,2256
RCE1,NM_005133.3,3112
RCHY1,NM_001387136.1,35683
RCL1,NM_005772.5,68123
RCN1,NM_002901.4,14649
RCN2,NM_001271837.2,22645
RCN3,XM_047439116.1,15631
RCOR1,NM_015156.4,137913
RCOR2,XM_047426828.1,16533
RCOR3,NR_146432.2,57020
RCSD1,NM_052862.4,78465
RCVRN,NM_002903.3,8952
RD3,NM_001164688.2,15641
RD3L,NM_001257268.2,2104
RDH10,NM_172037.5,30680
RDH10-AS1,NR_125388.1,45556
RDH11,NM_001252650.2,18965
RDH12,XM_047430965.1,32566
RDH13,NM_138412.4,25205
RDH13_1,XM_054329652.1,25460
RDH13_2,XM_054330139.1,25460
RDH13_3,XM_054330452.1,25460
