gene_id,transcript_id,length,start,end,chromosome
OR2A1-AS1,NR_126023.1,117146,144238573,144355718,NC_000007.14
OR2A1-AS1_1,NR_126023.1_1,115122,193167,308288,NW_018654715.1
OR2A12,NM_001004135.2,12676,144086278,144098953,NC_000007.14
OR2A12_1,NM_001004135.2_1,12680,40840,53519,NW_018654715.1
OR2A14,NM_001001659.3,8013,144123176,144131188,NC_000007.14
OR2A14_1,NM_001001659.3_1,8016,77727,85742,NW_018654715.1
OR2A1_1,XM_054332179.1,10555,266818,277372,NW_018654715.1
OR2A2,NM_001005480.2,957,144109583,144110539,NC_000007.14
OR2A20P,NR_002158.1,930,144250674,144251603,NC_000007.14
OR2A20P_1,NR_002158.1_1,930,205268,206197,NW_018654715.1
OR2A25,NM_001386096.1,6060,144069811,144075870,NC_000007.14
OR2A25_1,NM_001386096.1_1,6060,24389,30448,NW_018654715.1
OR2A2_1,NM_001005480.2_1,957,64143,65099,NW_018654715.1
OR2A4,NM_030908.2,1758,131699644,131701401,NC_000006.12
OR2A42,NM_001001802.3,11362,144228244,144239605,NC_000007.14
OR2A42_1,NM_001001802.3_1,11359,182841,194199,NW_018654715.1
OR2A5,NM_012365.2,9898,144048948,144058845,NC_000007.14
OR2A5_1,NM_012365.2_1,9898,3522,13419,NW_018654715.1
OR2A7,NM_001005328.2,7130,144257663,144264792,NC_000007.14
OR2A7_1,NM_001005328.2_1,7130,212257,219386,NW_018654715.1
OR2A9P,NR_002157.1,985,144299521,144300505,NC_000007.14
OR2A9P_1,NR_002157.1_1,985,254125,255109,NW_018654715.1
OR2AE1,NM_001005276.1,972,99876062,99877033,NC_000007.14
OR2AG1,NM_001004489.3,8539,6783020,6791558,NC_000011.10
OR2AG2,NM_001386053.1,6351,6765626,6771976,NC_000011.10
OR2AJ1,NM_001355235.2,10451,247924889,247935339,NC_000001.11
OR2AK2,NM_001004491.2,1154,247965233,247966386,NC_000001.11
OR2AP1,NM_001258285.2,3145,55572468,55575612,NC_000012.12
OR2AT4,NM_001405852.1,15124,75081753,75096876,NC_000011.10
OR2B11,NM_001004492.2,8923,247449182,247458104,NC_000001.11
OR2B2,NM_033057.2,1212,27911185,27912396,NC_000006.12
OR2B3,NM_001005226.2,1106,29086208,29087313,NC_000006.12
OR2B3_1,NM_001005226.2_1,1106,351831,352936,NT_167244.2
OR2B3_2,NM_001005226.2_2,1106,572752,573857,NT_113891.3
OR2B3_3,NM_001005226.2_3,1106,351809,352914,NT_167245.2
OR2B3_4,NM_001005226.2_4,1106,351766,352871,NT_167246.2
OR2B3_5,NM_001005226.2_5,1106,351938,353043,NT_167247.2
OR2B3_6,NM_001005226.2_6,1106,351788,352893,NT_167248.2
OR2B3_7,NM_001005226.2_7,1106,395571,396676,NT_167249.2
OR2B6,NM_012367.1,942,27957241,27958182,NC_000006.12
OR2B8P,NR_174096.1,975,28053228,28054202,NC_000006.12
OR2C1,XM_047434179.1,35207,3322931,3358137,NC_000016.10
OR2C3,NM_198074.6,11764,247524677,247536440,NC_000001.11
OR2D2,NM_003700.1,927,6891574,6892500,NC_000011.10
OR2D3,NM_001004684.1,993,6921002,6921994,NC_000011.10
OR2F1,NM_012369.3,9517,143954844,143964360,NC_000007.14
OR2F1_1,NM_012369.3_1,9517,499074,508590,NW_018654714.1
OR2F2,NM_001004685.1,954,143935233,143936186,NC_000007.14
OR2F2_1,NM_001004685.1_1,954,479462,480415,NW_018654714.1
OR2G2,NM_001001915.1,954,247588360,247589313,NC_000001.11
OR2G3,NM_001001914.1,930,247605586,247606515,NC_000001.11
OR2G6,NM_001013355.2,19265,248508073,248527337,NC_000001.11
OR2G6_1,NM_001013355.2_1,13247,168698,181944,NW_025791755.1
OR2G6_2,NM_001013355.2_2,357,162113,162469,NT_187518.1
OR2G6_3,NM_001013355.2_3,357,158491,158847,NT_187646.1
OR2H1,XM_017010739.2,7174,29457155,29464328,NC_000006.12
OR2H1_1,NM_001318014.2_1,7175,722815,729989,NT_167244.2
OR2H1_2,NM_001318014.2_2,7173,943608,950780,NT_113891.3
OR2H1_3,NM_001318014.2_3,7174,722678,729851,NT_167245.2
OR2H1_4,NM_001318014.2_4,7175,722279,729453,NT_167246.2
OR2H1_5,NM_001318014.2_5,7174,722529,729702,NT_167247.2
OR2H1_6,NM_001318014.2_6,7175,722620,729794,NT_167248.2
OR2H1_7,NM_001318014.2_7,7174,766168,773341,NT_167249.2
OR2H2,NM_007160.4,5380,29585121,29590500,NC_000006.12
OR2H2_1,NM_007160.4_1,5379,850815,856193,NT_167244.2
OR2H2_2,NM_007160.4_2,5380,1071601,1076980,NT_113891.3
OR2H2_3,NM_007160.4_3,5380,850670,856049,NT_167245.2
OR2H2_4,NM_007160.4_4,5380,850305,855684,NT_167246.2
OR2H2_5,NM_007160.4_5,5380,850516,855895,NT_167247.2
OR2H2_6,NM_007160.4_6,5380,850633,856012,NT_167248.2
OR2I1P,NM_001396058.1,7367,29550407,29557773,NC_000006.12
OR2I1P_1,NM_001396058.1_1,7390,816079,823468,NT_167244.2
OR2I1P_2,NM_001396058.1_2,7370,1036885,1044254,NT_113891.3
OR2I1P_3,NM_001396058.1_3,7370,815947,823316,NT_167245.2
OR2I1P_4,NM_001396058.1_4,7390,815543,822932,NT_167246.2
OR2I1P_5,NM_001396058.1_5,7389,815789,823177,NT_167247.2
OR2I1P_6,NM_001396058.1_6,7390,815883,823272,NT_167248.2
OR2I1P_7,NM_001396058.1_7,3080,859423,862502,NT_167249.2
OR2J1,NM_001348294.2,3212,29099490,29102701,NC_000006.12
OR2J1_1,NM_001348294.2_1,3219,365113,368331,NT_167244.2
OR2J1_2,NM_001348294.2_2,3215,586033,589247,NT_113891.3
OR2J1_3,NM_001348294.2_3,3219,365091,368309,NT_167245.2
OR2J1_4,NM_001348294.2_4,3219,365048,368266,NT_167246.2
OR2J1_5,NM_001348294.2_5,3219,365220,368438,NT_167247.2
OR2J1_6,NM_001348294.2_6,3219,365070,368288,NT_167248.2
OR2J1_7,NM_001348294.2_7,3219,408853,412071,NT_167249.2
OR2J2,NM_030905.3,4905,29170907,29175811,NC_000006.12
OR2J2_1,NM_030905.3_1,4901,436533,441433,NT_167244.2
OR2J2_2,NM_030905.3_2,4905,657450,662354,NT_113891.3
OR2J2_3,NM_030905.3_3,4901,436514,441414,NT_167245.2
OR2J2_4,NM_030905.3_4,4901,436470,441370,NT_167246.2
OR2J2_5,NM_030905.3_5,4905,436644,441548,NT_167247.2
OR2J2_6,NM_030905.3_6,4901,436497,441397,NT_167248.2
OR2J2_7,NM_030905.3_7,4901,480275,485175,NT_167249.2
OR2J3,NM_001005216.4,6713,29108058,29114770,NC_000006.12
OR2J3_1,NM_001005216.4_1,6704,373686,380389,NT_167244.2
OR2J3_2,NM_001005216.4_2,6714,594602,601315,NT_113891.3
OR2J3_3,NM_001005216.4_3,6708,373664,380371,NT_167245.2
OR2J3_4,NM_001005216.4_4,6709,373621,380329,NT_167246.2
OR2J3_5,NM_001005216.4_5,4599,373805,378403,NT_167247.2
OR2J3_6,NM_001005216.4_6,6712,373643,380354,NT_167248.2
OR2J3_7,NM_001005216.4_7,6708,417426,424133,NT_167249.2
OR2K2,NM_205859.2,2996,111327229,111330224,NC_000009.12
OR2L13,NM_175911.5,163987,247937177,248101163,NC_000001.11
OR2L1P,NR_002145.1,925,247990267,247991191,NC_000001.11
OR2L2,NM_001385855.1,12236,248030070,248042305,NC_000001.11
OR2L3,NM_001004687.2,16572,248046836,248063407,NC_000001.11
OR2L5,NM_001258284.2,10617,248013660,248024276,NC_000001.11
OR2L8,NM_001001963.1,939,247948858,247949796,NC_000001.11
OR2M1P,NR_002141.2,939,248121932,248122870,NC_000001.11
OR2M2,NM_001004688.2,6247,248174821,248181067,NC_000001.11
OR2M3,NM_001004689.2,15661,248197265,248212925,NC_000001.11
OR2M4,NM_017504.2,13263,248231417,248244679,NC_000001.11
OR2M5,NM_001004690.1,939,248145148,248146086,NC_000001.11
OR2M7,NM_001004691.1,939,248323630,248324568,NC_000001.11
OR2S2,NM_019897.2,1047,35957108,35958154,NC_000009.12
OR2T1,NM_030904.2,4973,248403048,248408020,NC_000001.11
OR2T10,NM_001004693.2,7214,248590487,248597700,NC_000001.11
OR2T10_1,NM_001004693.2_1,7215,232406,239620,NW_025791755.1
OR2T11,NM_001001964.2,11535,248623557,248635091,NC_000001.11
OR2T11_1,NM_001001964.2_1,11504,265461,276964,NW_025791755.1
OR2T12,NM_001004692.2,13286,248290139,248303424,NC_000001.11
OR2T1_1,NM_030904.2_1,4973,51022,55994,NW_025791755.1
OR2T1_2,NM_030904.2_2,10698,51363,62060,NT_187518.1
OR2T1_3,NM_030904.2_3,6865,51362,58226,NT_187646.1
OR2T2,NM_001004136.2,10089,248445637,248455725,NC_000001.11
OR2T27,NM_001001824.2,5691,248649838,248655528,NC_000001.11
OR2T27_1,NM_001001824.2_1,5662,291449,297110,NW_025791755.1
OR2T29,NM_001004694.3,5861,248556912,248562772,NC_000001.11
OR2T29_1,NM_001004694.3_1,5857,133285,139141,NW_025791755.1
OR2T2_1,NM_001004136.2_1,10089,93611,103699,NW_025791755.1
OR2T2_2,NM_001004136.2_2,10089,99677,109765,NT_187518.1
OR2T2_3,NM_001004136.2_3,10089,96055,106143,NT_187646.1
OR2T3,NM_001005495.1,957,248473351,248474307,NC_000001.11
OR2T33,NM_001004695.2,8060,248269917,248277976,NC_000001.11
OR2T34,NM_001001821.1,957,248573801,248574757,NC_000001.11
OR2T34_1,NM_001001821.1_1,957,215727,216683,NW_025791755.1
OR2T35,NM_001001827.2,8923,248636356,248645278,NC_000001.11
OR2T35_1,NM_001001827.2_1,8660,278207,286866,NW_025791755.1
OR2T3_1,NM_001005495.1_1,957,121324,122280,NW_025791755.1
OR2T3_2,NM_001005495.1_2,957,127391,128347,NT_187518.1
OR2T3_3,NM_001005495.1_3,957,123769,124725,NT_187646.1
OR2T4,NM_001004696.2,963,248361665,248362627,NC_000001.11
OR2T4_1,NM_001004696.2_1,963,9639,10601,NW_025791755.1
OR2T4_2,NM_001004696.2_2,963,9639,10601,NT_187518.1
OR2T4_3,NM_001004696.2_3,963,9639,10601,NT_187646.1
OR2T5,NM_001004697.2,2525,248488589,248491113,NC_000001.11
OR2T5_1,NM_001004697.2_1,2525,198887,201411,NW_025791755.1
OR2T5_2,NM_001004697.2_2,2525,142629,145153,NT_187518.1
OR2T5_3,NM_001004697.2_3,2525,139007,141531,NT_187646.1
OR2T6,NM_001005471.2,16066,248375746,248391811,NC_000001.11
OR2T6_1,NM_001005471.2_1,16066,23720,39785,NW_025791755.1
OR2T6_2,NM_001005471.2_2,16407,23720,40126,NT_187518.1
OR2T6_3,NM_001005471.2_3,16407,23719,40125,NT_187646.1
OR2T7,NR_172522.1,7958,248436359,248444316,NC_000001.11
OR2T7_1,NR_172522.1_1,7958,84333,92290,NW_025791755.1
OR2T7_2,NR_172522.1_2,7958,90399,98356,NT_187518.1
OR2T7_3,NR_172522.1_3,7958,86777,94734,NT_187646.1
OR2T8,NM_001005522.2,2901,247920252,247923152,NC_000001.11
OR2V1,NM_001258283.2,8048,181123122,181131169,NC_000005.10
OR2V2,NM_206880.2,11700,181147586,181159285,NC_000005.10
OR2W1,NM_030903.3,963,29044213,29045175,NC_000006.12
OR2W1-AS1,NR_125387.1,40720,29036021,29076740,NC_000006.12
OR2W1-AS1_1,NR_125387.1_1,40715,522512,563226,NT_113891.3
OR2W1-AS1_2,NR_125387.1_2,40718,301624,342341,NT_167245.2
OR2W1-AS1_3,NR_125387.1_3,40719,301579,342297,NT_167246.2
OR2W1-AS1_4,NR_125387.1_4,40715,301768,342482,NT_167247.2
OR2W1-AS1_5,NR_125387.1_5,40722,301599,342320,NT_167248.2
OR2W1-AS1_6,NR_125387.1_6,40724,345380,386103,NT_167249.2
OR2W1_1,NM_030903.3_1,963,309838,310800,NT_167244.2
OR2W1_2,NM_030903.3_2,963,530701,531663,NT_113891.3
OR2W1_3,NM_030903.3_3,963,309816,310778,NT_167245.2
OR2W1_4,NM_030903.3_4,963,309771,310733,NT_167246.2
OR2W1_5,NM_030903.3_5,963,309955,310917,NT_167247.2
OR2W1_6,NM_030903.3_6,963,309791,310753,NT_167248.2
OR2W1_7,NM_030903.3_7,963,353570,354532,NT_167249.2
OR2W3,NM_001001957.2,945,247895587,247896531,NC_000001.11
OR2W5P,NR_169841.1,4317,247488093,247492409,NC_000001.11
OR2Y1,NM_001001657.1,936,180739123,180740058,NC_000005.10
OR2Z1,NM_001004699.3,10527,8721634,8732160,NC_000019.10
OR3A1,NM_002550.3,7344,3291017,3298360,NC_000017.11
OR3A2,XM_047436157.1,110196,3276113,3386308,NC_000017.11
OR3A3,NM_012373.3,12701,3411370,3424070,NC_000017.11
OR3A4P,NR_024128.1,1202,3310245,3311446,NC_000017.11
OR4A15,NM_001005275.2,945,55367974,55368918,NC_000011.10
OR4A16,NM_001005274.1,987,55343201,55344187,NC_000011.10
OR4A47,NM_001005512.2,930,48488793,48489722,NC_000011.10
OR4A5,NM_001005272.3,1071,54706832,54707902,NC_000011.10
OR4B1,NM_001005470.1,930,48216810,48217739,NC_000011.10
OR4C11,NM_001004700.3,5286,55602360,55607645,NC_000011.10
OR4C12,NM_001005270.4,1063,49981473,49982535,NC_000011.10
OR4C12_1,NM_001005270.4_1,1063,23101,24163,NW_017363816.1
OR4C13,NM_001001955.2,1029,49952391,49953419,NC_000011.10
OR4C15,NM_001001920.3,951,55554469,55555419,NC_000011.10
OR4C16,NM_001004701.2,933,55572128,55573060,NC_000011.10
OR4C3,NM_001004702.2,1036,48324920,48325955,NC_000011.10
OR4C45,NR_160275.1,921,50032874,50033794,NC_000011.10
OR4C45_1,NM_001005513.1,921,74500,75420,NW_017363816.1
OR4C46,NM_001004703.1,930,54603069,54603998,NC_000011.10
OR4C5,NM_001348223.2,981,48365485,48366465,NC_000011.10
OR4C6,NM_001004704.2,3896,55662201,55666096,NC_000011.10
OR4D1,NM_001386095.1,11202,58148384,58159585,NC_000017.11
OR4D10,NM_001004705.2,6047,59473315,59479361,NC_000011.10
OR4D11,NM_001004706.1,936,59503576,59504511,NC_000011.10
OR4D2,NM_001004707.4,4135,58166982,58171116,NC_000017.11
OR4D5,NM_001001965.1,957,123939617,123940573,NC_000011.10
OR4D6,NM_001004708.1,945,59456961,59457905,NC_000011.10
OR4D9,NM_001004711.2,9165,59511539,59520703,NC_000011.10
OR4E1,NM_001317107.2,5933,21667886,21673818,NC_000014.9
OR4E2,NM_001001912.3,13808,21653835,21667642,NC_000014.9
OR4F13P,NR_046417.1,8206,101842119,101850324,NC_000015.10
OR4F15,NM_001001674.2,7996,101812202,101820197,NC_000015.10
OR4F16,XM_024449992.2,44026,676076,720101,NC_000001.11
OR4F17,NM_001005240.3,6053,107104,113156,NC_000019.10
OR4F21,NM_001005504.1,939,166086,167024,NC_000008.11
OR4F29,NM_001005221.2,939,450740,451678,NC_000001.11
OR4F3,NM_001005224.2,27889,181342142,181370030,NC_000005.10
OR4F5,NM_001005484.2,6167,65419,71585,NC_000001.11
OR4F6,NM_001005326.2,3379,101803509,101806887,NC_000015.10
OR4K1,XM_011537153.3,16495,19920263,19936757,NC_000014.9
OR4K13,NM_001004714.2,6640,20029399,20036038,NC_000014.9
OR4K13_1,NM_001004714.2_1,6640,232080,238719,NW_025791796.1
OR4K14,NM_001004712.2,5165,20014143,20019307,NC_000014.9
OR4K14_1,NM_001004712.2_1,5165,216824,221988,NW_025791796.1
OR4K15,NM_001005486.2,975,19975591,19976565,NC_000014.9
OR4K15_1,NM_001005486.2_1,975,178273,179247,NW_025791796.1
OR4K17,NM_001004715.5,11461,20110739,20122199,NC_000014.9
OR4K17_1,NM_001004715.5_1,11461,313420,324880,NW_025791796.1
OR4K1_1,XM_054333150.1,16495,122945,139439,NW_025791796.1
OR4K2,NM_001005501.2,8791,19875142,19883932,NC_000014.9
OR4K2_1,NM_001005501.2_1,8791,77824,86614,NW_025791796.1
OR4K3,NR_145507.2,977,19868197,19869173,NC_000014.9
OR4K3_1,NR_145507.2_1,977,70879,71855,NW_025791796.1
OR4K5,NM_001005483.1,972,19920607,19921578,NC_000014.9
OR4K5_1,NM_001005483.1_1,972,123289,124260,NW_025791796.1
OR4L1,NM_001004717.1,939,20060045,20060983,NC_000014.9
OR4L1_1,NM_001004717.1_1,939,262726,263664,NW_025791796.1
OR4M1,NM_001005500.2,10193,19773504,19783696,NC_000014.9
OR4M2,NM_001004719.2,1084,22080527,22081610,NC_000015.10
OR4M2-OT1,NR_110480.1,105534,21990080,22095613,NC_000015.10
OR4M2-OT1_1,NR_110480.1_1,100235,1224002,1324236,NW_021160017.1
OR4M2B,NM_001395296.1,1084,21637909,21638992,NC_000015.10
OR4M2B_1,NM_001395296.1_1,1084,2227072,2228155,NW_021160017.1
OR4M2B_2,NM_001395296.1_2,1084,403073,404156,NT_187602.1
OR4M2_1,NM_001004719.2_1,1084,1309120,1310203,NW_021160017.1
OR4N2,NM_001004723.3,26484,19803770,19830253,NC_000014.9
OR4N2_1,NM_001004723.3_1,26484,6452,32935,NW_025791796.1
OR4N3P,NR_028067.1,937,22125511,22126447,NC_000015.10
OR4N3P_1,NR_028067.1_1,937,1354269,1355205,NW_021160017.1
OR4N4,NM_001005241.4,1341,22094522,22095862,NC_000015.10
OR4N4C,NM_001365389.2,1125,21651844,21652968,NC_000015.10
OR4N4C_1,NM_001365389.2_1,1125,2241003,2242127,NW_021160017.1
OR4N4_1,NM_001005241.4_1,1340,1323146,1324485,NW_021160017.1
OR4N5,NM_001004724.2,6652,20138820,20145471,NC_000014.9
OR4N5_1,NM_001004724.2_1,6652,341501,348152,NW_025791796.1
OR4P4,NM_001405919.1,5197,55635113,55640309,NC_000011.10
OR4Q2,NR_145508.2,943,20002163,20003105,NC_000014.9
OR4Q2_1,NM_001348271.2,942,204845,205786,NW_025791796.1
OR4Q3,XM_024449618.1,7595,19744740,19752334,NC_000014.9
OR4S1,NM_001004725.1,930,48306223,48307152,NC_000011.10
OR4S2,NM_001004059.3,4528,55648327,55652854,NC_000011.10
OR4X1,NM_001004726.1,918,48263861,48264778,NC_000011.10
OR4X2,NM_001004727.1,912,48245104,48246015,NC_000011.10
OR51A2,NM_001004748.1,942,4954772,4955713,NC_000011.10
OR51A4,NM_001005329.2,4775,4942831,4947605,NC_000011.10
OR51A7,NM_001004749.2,5680,4903783,4909462,NC_000011.10
OR51B2,NM_033180.5,939,5323359,5324297,NC_000011.10
OR51B4,NM_033179.2,933,5301014,5301946,NC_000011.10
OR51B5,NR_038321.2,165335,5340318,5505652,NC_000011.10
OR51B6,NM_001004750.1,939,5351508,5352446,NC_000011.10
OR51C1P,NM_001396051.1,7431,4690423,4697853,NC_000011.10
OR51D1,NM_001004751.3,5584,4637477,4643060,NC_000011.10
OR51E1,NM_152430.4,11507,4643982,4655488,NC_000011.10
OR51E2,NM_030774.4,17683,4680171,4697853,NC_000011.10
OR51F1,NM_001004752.2,960,4768979,4769938,NC_000011.10
OR51F2,NM_001004753.2,1136,4821321,4822456,NC_000011.10
OR51G1,NM_001005237.1,966,4923374,4924339,NC_000011.10
OR51G2,NM_001005238.2,6763,4912588,4919350,NC_000011.10
OR51H1,NR_171273.1,4036,4859617,4863652,NC_000011.10
OR51I1,NM_001005288.3,945,5440570,5441514,NC_000011.10
OR51I2,NM_001004754.3,7196,5449323,5456518,NC_000011.10
OR51L1,NM_001004755.2,10686,4994851,5005536,NC_000011.10
OR51L1_1,NM_001004755.2_1,1856,1,1856,NW_025791794.1
OR51M1,NM_001004756.3,9452,5383812,5393263,NC_000011.10
OR51Q1,NM_001004757.2,1096,5422111,5423206,NC_000011.10
OR51S1,NM_001004758.1,972,4848237,4849208,NC_000011.10
OR51T1,NM_001004759.3,984,4881900,4882883,NC_000011.10
OR51V1,NM_001004760.3,948,5199735,5200682,NC_000011.10
OR52A1,NM_012375.3,7934,5146824,5154757,NC_000011.10
OR52A5,NM_001005160.3,9581,5128776,5138356,NC_000011.10
OR52B2,NM_001004052.1,972,6169355,6170326,NC_000011.10
OR52B4,NM_001005161.3,1124,4367263,4368386,NC_000011.10
OR52B6,NM_001005162.2,1008,5580877,5581884,NC_000011.10
OR52D1,NM_001005163.2,1065,5488685,5489749,NC_000011.10
OR52E1,NR_145505.2,926,5069572,5070497,NC_000011.10
OR52E1_1,NM_001348221.2,927,65892,66818,NW_025791794.1
OR52E2,NM_001005164.2,978,5058650,5059627,NC_000011.10
OR52E2_1,NM_001005164.2_1,978,54970,55947,NW_025791794.1
OR52E4,NM_001005165.2,6451,5880629,5887079,NC_000011.10
OR52E5,NM_001005166.5,9523,5893208,5902730,NC_000011.10
OR52E6,NM_001005167.2,970,5840928,5841897,NC_000011.10
OR52E8,NM_001005168.3,942,5856749,5857690,NC_000011.10
OR52H1,NM_001005289.5,3980,5544561,5548540,NC_000011.10
OR52I1,NM_001005169.1,975,4594039,4595013,NC_000011.10
OR52I2,NM_001405760.1,11598,4581743,4593340,NC_000011.10
OR52J3,NM_001001916.2,936,5046526,5047461,NC_000011.10
OR52J3_1,NM_001001916.2_1,936,42846,43781,NW_025791794.1
OR52K1,NM_001005171.3,10852,4482646,4493497,NC_000011.10
OR52K2,NM_001005172.2,1067,4449295,4450361,NC_000011.10
OR52L1,NM_001005173.3,1094,5985892,5986985,NC_000011.10
OR52M1,NM_001004137.1,954,4545191,4546144,NC_000011.10
OR52N1,NM_001001913.2,4795,5786471,5791265,NC_000011.10
OR52N2,NM_001005174.3,12560,5808924,5821483,NC_000011.10
OR52N4,XM_017017711.3,29487,5726472,5755958,NC_000011.10
OR52N5,NM_001385662.1,7191,5776165,5783355,NC_000011.10
OR52P1,NR_172915.1,963,5726502,5727464,NC_000011.10
OR52R1,NM_001005177.3,948,4803433,4804380,NC_000011.10
OR52W1,NM_001005178.1,963,6199224,6200186,NC_000011.10
OR52Z1P,NR_172914.1,951,5177714,5178664,NC_000011.10
OR56A1,NM_001001917.5,15003,6019336,6034338,NC_000011.10
OR56A3,XM_047426926.1,79754,5942251,6022004,NC_000011.10
OR56A4,NM_001005179.4,7502,5999445,6006946,NC_000011.10
OR56A5,NM_001146033.1,942,5967553,5968494,NC_000011.10
OR56B1,NM_001005180.3,2076,5736448,5738523,NC_000011.10
OR56B2P,NM_001396057.1,7928,5761153,5769080,NC_000011.10
OR56B4,NM_001005181.2,1152,6107684,6108835,NC_000011.10
OR5A1,NM_001004728.2,14912,59436469,59451380,NC_000011.10
OR5A2,NM_001001954.2,9445,59416969,59426413,NC_000011.10
OR5AC2,NM_054106.1,930,98087173,98088102,NC_000003.12
OR5AK2,NM_001005323.1,930,56988914,56989843,NC_000011.10
OR5AK4P,NR_036445.1,927,57037534,57038460,NC_000011.10
OR5AL1,NR_145506.2,988,56412696,56413683,NC_000011.10
OR5AL1_1,NM_001348230.2,990,223445,224434,NW_025791793.1
OR5AN1,NM_001004729.2,12820,59358895,59371714,NC_000011.10
OR5AP2,NM_001002925.1,951,56641489,56642439,NC_000011.10
OR5AR1,NM_001004730.1,933,56663686,56664618,NC_000011.10
OR5AS1,NM_001001921.2,10538,56027654,56038191,NC_000011.10
OR5AU1,NM_001004731.3,1199,21154865,21156063,NC_000014.9
OR5B12,NM_001004733.3,3243,58438994,58442236,NC_000011.10
OR5B17,NM_001005489.2,946,58358124,58359069,NC_000011.10
OR5B2,NM_001005566.3,6884,58421238,58428121,NC_000011.10
OR5B21,NM_001005218.3,1299,58506807,58508105,NC_000011.10
OR5B3,NM_001005469.2,4411,58402464,58406874,NC_000011.10
OR5BS1P,NM_001396061.1,3075,48559882,48562956,NC_000012.12
OR5C1,NM_001001923.1,963,122788933,122789895,NC_000009.12
OR5D13,NM_001001967.1,945,55773438,55774382,NC_000011.10
OR5D14,NM_001004735.1,945,55795556,55796500,NC_000011.10
OR5D16,NM_001005496.1,987,55838752,55839738,NC_000011.10
OR5D18,NM_001001952.1,942,55819630,55820571,NC_000011.10
OR5D3P,NM_001396059.1,5846,55723776,55729621,NC_000011.10
OR5E1P,NR_027711.1,521,7849051,7849571,NC_000011.10
OR5E1P_1,NR_027711.1_1,521,80045,80565,NW_011332695.1
OR5E1P_2,NR_027711.1_2,521,80570,81090,NT_187583.1
OR5F1,NM_003697.1,945,55993681,55994625,NC_000011.10
OR5H1,NM_001005338.2,7828,98130721,98138548,NC_000003.12
OR5H14,NM_001005514.2,9136,98147479,98156614,NC_000003.12
OR5H15,NM_001005515.2,3079,98166696,98169774,NC_000003.12
OR5H2,NM_001005482.2,1566,98282505,98284070,NC_000003.12
OR5H6,NM_001005479.2,1113,98264244,98265356,NC_000003.12
OR5I1,NM_006637.1,945,55935456,55936400,NC_000011.10
OR5J2,NM_001005492.1,939,56176618,56177556,NC_000011.10
OR5K1,NM_001004736.4,9724,98463201,98472924,NC_000003.12
OR5K2,NM_001004737.1,951,98497681,98498631,NC_000003.12
OR5K3,NM_001005516.1,966,98390666,98391631,NC_000003.12
OR5K4,NM_001005517.1,966,98353854,98354819,NC_000003.12
OR5L1,NM_001004738.2,1110,55811367,55812476,NC_000011.10
OR5L2,NM_001004739.1,936,55827219,55828154,NC_000011.10
OR5M1,NM_001004740.2,5639,56609236,56614874,NC_000011.10
OR5M10,NM_001004741.1,948,56576774,56577721,NC_000011.10
OR5M11,NM_001005245.1,918,56542340,56543257,NC_000011.10
OR5M3,NM_001004742.3,4079,56469274,56473352,NC_000011.10
OR5M3_1,NM_001004742.3_1,4079,280025,284103,NW_025791793.1
OR5M8,NM_001005282.1,936,56490435,56491370,NC_000011.10
OR5M8_1,NM_001005282.1_1,936,301186,302121,NW_025791793.1
OR5M9,NM_001004743.1,933,56462469,56463401,NC_000011.10
OR5M9_1,NM_001004743.1_1,933,273220,274152,NW_025791793.1
OR5P2,NM_153444.1,969,7795974,7796942,NC_000011.10
OR5P2_1,NM_153444.1_1,969,16842,17810,NW_011332695.1
OR5P2_2,NM_153444.1_2,969,16842,17810,NT_187583.1
OR5P3,NM_153445.2,6023,7824818,7830840,NC_000011.10
OR5P3_1,NM_153445.2_1,6021,55808,61828,NW_011332695.1
