gene_id,longest_refseq_transcript_id,longest_refseq_length,longest_ucsc_transcript_id,longest_ucsc_length
ZNF81,NM_001378154.1,88726,NM_007137.5,88726
LOC101927636,NR_125886.1,70124,NR_125886.1,70124
LOC107986350,XR_001742414.2,42415,XR_001742414.2,42415
LOC105369782,XR_944995.4,606,XR_944995.4,606
LOC107986558,XR_001743932.3,14702,XR_001743932.3,14702
TMBIM1,NR_135643.2,18307,NM_001321436.2,18307
TRIM28,NM_005762.3,6652,NM_005762.3,6652
LOC105373080,XR_938324.3,670,XR_938323.3,670
LOC124901198,XR_007059162.1,104,XR_007059162.1,104
LINC02352,NR_135834.1,8987,NR_135834.1,8987
HP09053,NR_110821.1,7234,NR_110821.1,7234
GON7,NM_032490.5,4172,NM_032490.5,4172
PROCA1,NM_001304951.2,8692,NM_001304949.2,8692
LOC124900641,XM_047416469.1,2388,XM_047416469.1,2388
GPBAR1,XM_011510743.1,4366,NM_001321950.2,4366
ASTL,XM_011511208.3,15747,XM_011511205.3,15747
MIR432,NR_030173.1,94,NR_030173.1,94
LOC105375224,NR_187886.1,7146,NR_187886.1,7146
MIR301B,NR_030622.1,78,NR_030622.1,78
ZNF653,NM_138783.4,22411,NM_138783.4,22411
DNAJA1,NM_001539.4,14635,NM_001314039.2,14635
PPM1J,NM_005167.7,5335,NM_005167.7,5335
LINC02473,NR_183976.1,11669,NR_183976.1,11669
LOC124908050,XR_007088650.1,633,XR_007088650.1,633
NPIPB11,NM_001310137.5,25402,NM_001310137.5,25979
GYG1,NM_004130.4,40236,XM_017006275.2,40236
LOC105374974,XR_926583.3,120749,XR_926583.3,120749
OMG,NM_002544.5,2593,NM_002544.5,2593
MIR6807,NR_106865.1,92,NR_106865.1,92
LOC101927845,NR_125427.1,31965,NR_125427.1,31965
LOC105377259,XR_938837.2,17280,XR_938839.2,17280
MST1,NR_146060.2,5528,NM_020998.4,5528
ARHGAP40,NM_001164431.3,48845,NM_001164431.3,48845
LOC102724877,XR_002959666.2,53386,XR_002959666.2,53386
LOC124904263,XR_007066308.1,37941,XR_007066308.1,37941
ZNF358,XM_047438181.1,7146,XM_047438181.1,7146
LINC03111,NR_186639.1,36163,NR_186639.1,36163
LOC107984706,XR_001750874.2,5603,XR_001750874.2,5603
NBPF9,NM_001388374.1,51366,NM_001388368.1,51366
LOC105373604,XR_001739695.3,10133,XR_001739697.3,10133
SIRT3,NR_163391.1,21902,NM_001370321.1,21902
LOC124905249,XR_007068397.1,26083,XR_007068397.1,26083
ZBTB2,NM_020861.3,27445,NM_020861.3,27445
LOC101929609,NR_188535.1,2245,NR_188534.1,2245
LOC102723791,XR_927688.3,25550,XR_927688.3,25550
OR4F15,NM_001001674.2,7996,NM_001001674.2,7996
ARHGAP12,XM_017016954.3,123479,NM_001270695.1,123479
SLC9A6,NM_001400909.1,73433,NM_001400909.1,73433
ERO1A,NM_001382474.1,55644,NM_001382472.1,55644
BAIAP2L1,NM_018842.5,109441,NM_018842.5,109441
CAPN15,XM_047434525.1,26925,XM_047434531.1,26925
LOC124909471,XR_007096210.1,30393,XR_007096210.1,30393
NPY1R,XM_005263031.5,20728,XM_005263031.5,20728
LCK,XM_024447046.1,34901,NM_001330468.2,34901
LOC101927798,NR_125422.1,1802,NR_125422.1,1802
LOC105370188,XR_941935.2,1849,XR_941935.2,1849
LOC105374598,XR_001739462.2,9024,XR_940084.3,9024
FAM209B,NM_001013646.4,3275,NM_001013646.4,3275
LOC124903874,XR_007065534.1,6048,XR_007065534.1,6048
SNCAIP,XM_006714734.3,152867,XM_047417925.1,152867
LOC105372209,XR_935653.3,27195,XR_002958200.2,27195
SYNJ2BP-COX16,NM_001202549.2,92010,NM_001202547.2,92010
ERRFI1-DT,NR_185980.1,100578,NR_185980.1,100578
LOC105377972,XR_001743826.1,9052,XR_001743826.1,9052
PPIA,NM_001300981.2,6437,NM_021130.5,6437
HYCC2,NM_001321618.1,97954,XM_017003879.2,97954
ZNF581,XM_017026867.2,10621,XM_017026867.2,10621
LOC105370082,XR_945559.3,37563,XR_945558.3,37563
MIR194-2,NR_029829.1,85,NR_029829.1,85
LOC124901178,XM_047418005.1,3655,XM_047418005.1,3655
ADARB1,NR_027673.1,151986,NR_027673.1,151986
RRS1,NM_015169.4,1720,NM_015169.4,1720
ST20,NR_037652.2,24911,NR_037653.2,24911
SPHK2,NM_001204159.3,10900,NM_001243876.2,10900
LOC105373686,XR_002959484.1,6746,XR_002959484.1,6746
LOC124904168,XR_007066055.1,3232,XR_007066055.1,3232
PDK1-AS1,NR_186177.1,75733,NR_186177.1,75733
TACR3-AS1,NR_186501.1,75707,NR_186501.1,75707
LINC02237,NR_146282.1,93979,NR_146282.1,93979
FLJ16779,NR_024389.1,7638,NR_024389.1,7638
LOC101927078,NR_130785.1,325996,NR_130785.1,325996
LOC105372131,XR_002958213.2,4667,XR_002958213.2,4667
LOC105374063,XR_924390.3,3348,XR_924390.3,3348
LOC101928669,XR_001756113.2,75934,XR_007068510.1,75934
RRH,NM_006583.5,16971,NM_006583.5,16971
LOC124901212,XR_007059176.1,99,XR_007059176.1,99
LOC105376067,XR_929701.3,1782,XR_929701.3,1782
COMMD4P1,NR_157580.1,6341,NR_157580.1,6341
MIR26A2,NR_029847.1,84,NR_029847.1,84
RHOB,NM_004040.4,2367,NM_004040.4,2367
VIPAS39,NR_174476.1,30927,NM_001193314.2,30927
CAPRIN1,NM_005898.5,50880,NM_005898.5,50880
MPST,NM_021126.8,10074,NM_001013436.4,10074
MCL1,NM_001197320.2,5053,NM_021960.5,5053
AIF1L,NR_033701.2,26614,NM_001185096.2,26614
LOC105379418,XR_950597.4,10971,XR_950597.4,10971
MICA-AS1,NR_148222.1,6182,NR_148222.1,6193
SLC35E2A,NR_173244.1,18686,NR_173244.1,18686
RAPGEF1,NM_001377937.1,163302,XM_011518572.3,163302
LMOD2,NM_207163.3,8425,NM_207163.3,8425
PPIL1,NM_016059.5,19975,NM_016059.5,19975
CACNA2D3,NM_018398.3,952006,NM_018398.3,952006
LOC124904682,XR_007067213.1,9958,XR_007067213.1,9958
NDUFA9,NM_005002.5,45204,NM_005002.5,45204
DSN1,NM_001145318.2,21969,NM_001145316.2,21969
XPOT,XM_047428193.1,46734,NM_007235.6,46734
ANKRD18B,NM_001353432.2,51192,NM_001353432.2,51192
SGCB,XM_047416074.1,17594,NM_000232.5,17594
ZNF793,XM_047438816.1,36906,XM_047438820.1,36906
LINC03028,NR_134472.1,1622,NR_134472.1,1622
HEATR6,NM_022070.5,37914,NM_022070.5,37914
MIR105-1,NR_029521.1,81,NR_029521.1,81
GNS,NM_002076.4,45958,NM_002076.4,45958
MT1F,NM_001301272.2,1345,NM_005949.4,1345
LOC105372248,XR_936268.1,887,XR_936268.1,887
IL3,NM_000588.4,2550,NM_000588.4,2550
MPV17,NM_002437.5,13606,XM_005264326.5,13606
KMT2E-AS1,NR_024586.1,3600,NR_024586.1,3600
LINC03113,XR_001755793.2,14891,XR_001755792.2,14891
LINC01734,NR_027124.1,10968,NR_027124.1,10968
RNASE6,XM_017021566.2,1398,XM_017021566.2,1398
LOC124903815,XR_007065335.1,11069,XR_007065336.1,11069
LOC105378255,XR_945169.1,7632,XR_945169.1,7632
PDXP,NM_020315.5,8210,NM_020315.5,8210
OR13C8,NM_001004483.1,963,NM_001004483.1,963
CFAP77,NM_207417.3,163109,NM_001282957.2,163109
LOC124905374,NR_185320.1,5416,NR_185320.1,5416
MIR5011,NR_049809.1,103,NR_049809.1,103
MSH5,NM_002441.5,22672,NM_172166.4,22685
NPIPB9,NR_176858.1,21078,NM_001287250.3,21078
LOC110384692,NM_001352000.1,20625,NM_001352000.1,20625
SPRYD7,NR_023351.3,23639,NM_020456.4,23639
LOC105369164,XR_939843.4,2484,XR_939843.4,2484
LINC01205,NR_109841.1,85178,NR_109841.1,85178
LOC124902485,XR_007062250.1,817,XR_007062250.1,817
LOC105377073,XR_940821.3,6526,XR_940821.3,6526
LINC01495,NR_120583.1,46348,NR_120583.1,46348
TBC1D3P1-DHX40P1,NR_002924.3,56690,NR_002924.3,56690
ZNF639,NM_001375806.1,15708,NM_001375806.1,15708
LOC100131626,NR_046370.1,37596,NR_046369.1,37596
LOC124902596,XR_007062425.1,213,XR_007062425.1,213
LOC105377557,XR_001741925.2,88225,XR_001741925.2,88225
GNPDA1,NM_005471.5,12357,XM_005268348.2,12357
LOC102723444,XR_001742858.2,15988,XR_007058912.1,15988
RPS21-DT,NR_186459.1,687,NR_186459.1,687
TIMM10B,NM_012192.4,3181,NM_012192.4,3181
RAB17,NR_033308.2,16409,XM_047445412.1,16409
LOC124903405,XM_047432047.1,2134,XM_047432047.1,2134
PFAS,XM_024450804.2,22879,XM_024450804.2,22879
ANKEF1,XM_047440367.1,23317,NM_198798.3,23317
PLEKHG3,NM_001308147.2,45826,NM_001308147.2,45826
OTUD6A,NM_207320.3,1723,NM_207320.3,1723
KL,XM_006719895.3,49901,XM_006719895.3,49901
YY1AP1,NM_001198901.2,29543,NM_001198906.2,29543
LOC107984227,XM_047426114.1,1628,XM_047426114.1,1628
LOC124900393,XR_007065987.1,135,XR_007065987.1,135
NDUFAF3,NM_199074.2,3044,NM_199074.2,3044
SNORD65C,NR_145734.1,71,NR_145734.1,71
GRXCR2,XM_017009708.2,74004,XM_017009708.2,74004
MIR3158-1,NR_036114.1,81,NR_036114.1,81
TRIM71,NM_001039111.3,79828,NM_001039111.3,79828
LOC124904730,XR_007067277.1,6639,XR_007067277.1,6639
LOC105375199,XR_927114.3,191487,XR_927114.3,191487
TRIM52,XM_017009991.3,12082,XM_017009991.3,12082
LINC00851,NR_034167.1,2436,NR_034167.1,2436
LOC124904193,XR_007066141.1,3305,XR_007066141.1,3305
DNASE2B,NM_021233.3,16535,NM_021233.3,16535
TAS2R38,NM_176817.5,1143,NM_176817.5,1143
LOC112268265,XR_007067756.1,54588,XR_007067756.1,54588
ADCY4,NM_139247.4,16713,NM_001198568.2,16713
LOC124905131,XR_007068125.1,3878,XR_007068125.1,3878
SETBP1-DT,NR_187430.1,2787,NR_187430.1,2787
LOC124903829,XR_007065439.1,1909,XR_007065439.1,1909
LOC105374695,XR_925873.2,7109,XR_925873.2,7109
ARSA,NM_001362782.2,5399,NM_000487.6,5399
LOC124904608,XR_007067072.1,905,XR_007067072.1,905
MIR12124,NR_162138.1,101,NR_162138.1,101
METTL25B,XM_005245234.6,8492,XM_011509600.2,8492
LINC00869,NR_111950.1,72512,NR_111950.1,72512
SLC39A5,XM_047428714.1,7796,XM_005268803.3,7796
LOC124904703,XR_007067242.1,1857,XR_007067242.1,1857
RNFT1-DT,NR_110815.1,31877,NR_110815.1,31877
LOC124901379,XR_007059713.1,68150,XR_007059713.1,68150
PRDM8-AS1,NR_183912.1,16081,NR_183911.1,16081
LIF-AS2,NR_148946.1,784,NR_148946.1,784
LOC124903289,XR_007064079.1,2359,XR_007064079.1,2359
PWAR6,NR_146168.1,4618,NR_146168.1,4618
SNORD114-14,NR_003207.1,74,NR_003207.1,74
LOC112268076,XM_047427952.1,154152,XM_047427952.1,154152
PRDM11,NM_001359633.2,130930,NM_001359633.2,130930
LOC124904045,XR_007065879.1,14456,XR_007065879.1,14456
LOC124904499,XR_007066849.1,1775,XR_007066849.1,1775
XAB2,NM_020196.3,10021,NM_020196.3,10021
LOC390877,NR_172890.1,18636,NR_172890.1,18636
SNCG,XM_047425681.1,7500,NM_001330120.2,7500
LOC102724624,NR_164158.1,6920,NR_164158.1,6920
PMF1-BGLAP,NM_001199662.1,30345,NM_001199664.1,30345
RAD51,XM_011521857.3,37608,XM_011521861.3,37608
LOC124905012,XR_007067846.1,5651,XR_007067846.1,5651
LOC107985779,XR_007087247.1,151402,XR_007087247.1,151402
DSCAM-AS1,NR_038898.1,2276,NR_038900.1,2276
YEATS4,XR_944742.4,67330,XR_944742.4,67330
TTTY17A,NR_001526.1,1132,NR_001526.1,1132
NR2C2,XM_047448826.1,101691,NM_001291694.2,101691
LOC124900626,XR_007069477.1,35947,XR_007069477.1,35947
CCP110,XM_017023908.2,29467,NM_001323577.2,29467
MIR595,NR_030325.1,96,NR_030325.1,96
EXOSC5,NM_020158.4,10986,NM_020158.4,10986
TSPAN5-DT,NR_148380.1,5650,NR_148380.1,5650
LOC105373562,NR_136321.1,557,NR_136321.1,557
TMCO3,NR_146222.2,59209,NM_001349743.2,59209
CFAP107,NM_152290.4,17500,NM_001330361.2,17500
TM4SF18,NM_138786.4,15139,NM_138786.4,15139
HSD17B2,NM_002153.3,63282,NM_002153.3,63282
ERCC5,NM_000123.4,29964,NM_000123.4,29964
MIR6752,NR_106810.1,71,NR_106810.1,71
LOC105377327,XR_938977.3,32160,XR_938977.3,32160
WEE2,NM_001105558.1,22919,NM_001105558.1,22919
LOC124902811,XR_007062972.1,25053,XR_007062972.1,25053
MIR1915,NR_031736.1,80,NR_031736.1,80
HTR1B,NM_000863.3,2568,NM_000863.3,2568
LOC124901774,XR_007060589.1,39410,XR_007060589.1,39410
BLCAP,NM_006698.4,10460,NM_001167820.2,10460
MIR6499,NR_106752.1,62,NR_106752.1,62
KRTAP4-4,NM_032524.2,1100,NM_032524.2,1100
WDR97,XM_047421748.1,10590,XM_047421755.1,10590
CFAP157,NR_145961.2,9015,XM_011518559.3,9015
LOC105376197,XR_930205.3,63129,XR_930205.3,63129
LOC105375038,XR_926759.3,3324,XR_926759.3,3324
LOC107984709,XR_001750793.2,6882,XR_001750793.2,6882
MKRN3,NM_005664.4,2371,NM_005664.4,2371
PIMREG,NM_019013.3,7015,NM_001195228.2,7015
SNORD129,NR_132972.1,105,NR_132972.1,105
TMEM63B,XM_017010999.2,28887,XM_047418973.1,28887
LOC105377673,XR_007059015.1,38597,XR_007059015.1,38597
MIR6763,NR_106821.1,65,NR_106821.1,65
LOC105379149,XR_948712.3,49301,XR_948712.3,49301
LOC124903723,XM_047435019.1,1017,XM_047435019.1,1017
RPL8,NM_000973.5,2622,NM_001317782.2,2622
LGALS8,XM_047420410.1,34768,XM_047420416.1,34768
HYCC1,XM_011515590.3,118288,XM_011515590.3,118288
SNORD105B,NR_003688.1,92,NR_003688.1,92
CDH5,XM_047433470.1,38094,NM_001795.5,38094
KANK4,NM_001320269.2,83270,XM_047447839.1,83270
LINC01140,NR_026989.1,39440,NR_026989.1,39440
XKR9,XM_011517527.4,396467,XM_011517527.4,396467
LOC105374958,XR_001744010.1,119161,XR_001744010.1,119161
EREG,NM_001432.3,23605,NM_001432.3,23605
GPR156,NM_001168271.2,119745,XM_017005796.2,119745
KCNA6,NR_172523.1,41779,XM_017019270.2,41779
ATP6V1B2,NM_001693.4,24316,NM_001693.4,24316
MIR431,NR_029965.1,114,NR_029965.1,114
STXBP6,NM_001394418.1,240694,NM_001394414.1,240694
GRM5P1,NR_027044.1,251892,NR_027044.1,251892
CDC25C,NM_001364026.1,53091,NM_001364026.1,53091
LOC105369719,XR_001749069.1,39196,XR_001749069.1,39196
IGSF10,XM_011512709.3,183723,XM_011512709.3,183723
SPRY4-AS1,NR_120664.1,138762,NR_120664.1,138762
PDE10A,XM_011535387.4,660764,XM_017010194.3,660764
SLC22A13,NM_004256.4,12946,NM_004256.4,12946
WNT9A,NM_003395.4,29277,NM_003395.4,29277
LOC105379749,XR_007068626.1,32255,XR_007068626.1,32255
ZNF282,NM_001303481.3,30698,NM_001303481.3,30698
LOC105372906,XR_922577.4,2857,XR_922577.4,2857
LOC124902828,XR_007063013.1,104,XR_007063013.1,104
PABIR3,XM_005262382.2,58056,XM_005262386.4,58056
LOC105372699,XR_936950.4,25199,XR_936950.4,25199
LINC02811,NR_186710.1,16047,NR_186710.1,16047
TNNI3K,NM_015978.3,309042,NM_015978.3,309042
SPTBN2,XM_047427495.1,62186,XM_047427495.1,62186
FBXO38,XM_024446223.2,58879,NM_001271723.2,58879
HSP90AA1,XM_011536718.3,59008,NM_001017963.3,59008
LINC01792,NR_037886.1,22873,NR_037886.1,22873
LINC02159,NR_151858.1,6849,NR_027111.1,6849
NMUR2,NM_020167.5,13734,NM_020167.5,13734
RAP1GDS1,NM_001100426.2,182475,XM_024454166.2,182475
GTF3C3,NM_012086.5,36649,NM_012086.5,36649
CEL,NM_001807.6,9881,NM_001807.6,9881
LOC124901621,XR_007060297.1,1287,XR_007060298.1,1287
LOC124906100,XR_007087318.1,71929,XR_007087318.1,71929
TMED7,NM_181836.6,12827,NM_181836.6,12827
FOXA2,NM_153675.3,4493,NM_153675.3,4493
LINC01094,NR_038303.1,38508,NR_038308.1,38508
LINC02417,NR_146865.1,3494,NR_146865.1,3494
KLF3-AS1,NR_171644.1,65801,NR_171644.1,65801
DLG1,NM_001366203.1,256762,XM_017005803.2,256762
LOC124905223,XR_007068346.1,16917,XR_007068346.1,16917
MIR96,NR_029512.1,78,NR_029512.1,78
MGLL,NM_001388316.1,134120,NM_001388315.1,134120
AQP2,NM_000486.6,8142,NM_000486.6,8142
UQCC6,XM_017019917.3,15514,XM_017019917.3,15514
RPS6KA6,XM_047441997.1,130154,XM_047441997.1,130154
CCL17,XM_017023530.2,19971,XM_011523256.3,19971
LOC105374496,XR_007058059.1,4924,XR_007058059.1,4924
LOC105373857,XR_007088063.1,16423,XR_007088063.1,16423
LOC105370680,XR_944239.2,13825,XR_944239.2,13825
LOC105372010,XR_935187.1,7107,XR_935187.1,7107
LINC00326,NR_026969.1,18499,NR_026969.1,18499
EFCAB14-AS1,NR_038827.1,18063,NR_038828.1,18063
POU3F1,NM_002699.4,2965,NM_002699.4,2965
LINC02480,NR_147189.1,2115,NR_147189.1,2115
FAM222A-AS1,NR_026662.2,39279,NR_026661.2,39279
RPRD2,NM_001387124.1,112420,NM_001387114.1,112420
LMO3,XM_006719111.3,61803,XM_047429153.1,61803
MIR6072,NR_106720.1,71,NR_106720.1,71
LOC124904586,XR_007067022.1,1929,XR_007067022.1,1929
FKBP6,NM_003602.5,30465,NM_001362789.2,30465
KCNJ15,NM_001276439.2,77432,NM_001276438.2,77432
ARHGDIG,NM_001176.4,2420,NM_001176.4,2420
LOC105370044,XR_945481.4,25760,XR_945481.4,25760
MLLT10P1,NR_045115.1,555,NR_045115.1,555
DYNC2I1,XM_047420560.1,106945,NM_001350914.2,106945
LOC124904163,XR_007066035.1,5760,XR_007066035.1,5760
TBC1D32,XM_047418311.1,255236,XM_011535571.4,255236
MIR8067,NR_107034.1,77,NR_107034.1,77
LOC105374940,XR_926501.2,7846,XR_926501.2,7846
LOC107984180,XR_001747279.2,1564,XR_001747279.2,1564
TMEM114,NR_110736.2,63287,NR_110736.2,63287
HK1,XM_047425137.1,131883,NM_033500.2,131883
PNP,NM_000270.4,7684,NM_000270.4,7684
BRD3OS,NM_001355256.2,6107,NM_001355256.2,6107
LOC107985392,XR_007067506.1,4257,XR_007067506.1,4257
MIR4290,NR_036253.1,95,NR_036253.1,95
BEND2,XM_017029266.2,57956,XM_011545447.2,57956
MAPK8IP3,XM_011522429.3,64157,XM_005255190.3,64157
ZFHX3,NM_001386735.1,1109046,NM_001386735.1,1109046
CTNNA1-AS1,NR_134244.1,9495,NR_134244.1,9495
LOC124901248,XR_007059422.1,11646,XR_007059421.1,11646
PCDHA8,NM_018911.3,171161,NM_018911.3,171161
TEX53,NM_001354645.2,1502,NM_001354645.2,1502
LOC107986246,XR_001741543.2,2313,XR_001741543.2,2313
LOC124900931,XR_007058676.1,1844,XR_007058676.1,1844
LOC124904449,XR_007066714.1,45577,XR_007066714.1,45577
PTCSC2,NR_147055.1,153456,NR_147055.1,153456
DNASE1L2,XM_047433684.1,2268,NM_001301680.2,2268
UBE2J1,XM_011535887.3,26098,XM_011535888.4,26098
SCNN1A,NM_001159575.2,30513,NM_001159575.2,30513
SNORD115-19,NR_003311.1,82,NR_003311.1,82
SLC25A34,NM_207348.3,5135,XM_017001083.2,5135
LOC105379325,XR_949584.2,6217,XR_949584.2,6217
MIR675,NR_030533.1,73,NR_030533.1,73
ARHGAP30,NM_001287602.2,22946,NM_001025598.2,22946
RAG1,NM_001377277.1,69410,NM_001377280.1,69410
GNG2,NM_001389707.1,143622,NM_001389707.1,143622
UBE2E2-DT,NR_136176.1,7924,NR_136176.1,7924
MTHFD2,NM_001410192.1,18951,XM_006711924.3,18951
TRIOBP,NM_001039141.3,79509,NM_001039141.3,79509
REXO4,NM_001279351.1,12115,NM_001279351.1,12115
IGF2R,NM_000876.4,142423,NM_000876.4,142423
CBARP-DT,NR_186324.1,1593,NR_186324.1,1593
SH2D6,NM_001394463.1,18316,NM_001394463.1,18316
PINCR,NR_110387.1,49605,NR_110387.1,49605
LOC124900798,XR_007058327.1,6375,XR_007058327.1,6375
LOC124904964,XR_007067745.1,4392,XR_007067745.1,4392
LOC124902620,XR_007062561.1,2528,XR_007062561.1,2528
OR4L1,NM_001004717.1,939,NM_001004717.1,939
LOC107985965,XR_001739799.1,3508,XR_001739799.1,3508
LOC124904035,XR_007065856.1,4629,XR_007065856.1,4629
MGC15885,NR_026897.1,8010,NR_026897.1,8010
ARL13A,NR_103709.2,21124,NM_001162491.2,21124
MIR4724,NR_039877.1,89,NR_039877.1,89
HMSD,XM_017025710.2,20348,XM_017025710.2,20348
LOC105370291,XR_002957485.2,93686,XR_002957485.2,93686
LOC107984255,XR_007062252.1,15126,XR_007062252.1,15126
NTF4,XR_001753693.1,4388,XR_001753693.1,4388
SNORD97,NR_004403.1,142,NR_004403.1,142
HTRA3,NM_053044.5,37345,NM_053044.5,37345
REEP5,NM_005669.5,45843,NM_005669.5,45843
LOC105372802,XR_937712.3,39782,XR_937711.3,39782
LOC107986776,XR_001745119.2,16733,XR_007060249.1,16733
LINC00486,NR_183193.1,17157,NR_183192.1,17157
LOC124904338,XR_007066432.1,4174,XR_007066432.1,4174
LOC124904648,XR_007067150.1,25254,XR_007067150.1,25254
CMTM8,XM_011533416.4,132130,XM_011533416.4,132130
SCT,NM_021920.4,873,NM_021920.4,873
DEF6,NM_022047.4,23954,NM_022047.4,23954
IQGAP2,NM_006633.5,304848,XM_017008960.2,304848
IRF2-DT,NR_186573.1,2503,NR_186573.1,2503
BBLN,NM_024112.4,3660,NM_024112.4,3660
CLDN2,NM_001171092.1,30698,NM_001171092.1,30698
LOC105371211,XR_007066572.1,13577,XR_007066572.1,13577
LOC105373640,XR_923371.2,58027,XR_923371.2,58027
CRYBG3,NM_153605.4,122974,XM_005247117.5,122974
LOC124900949,XR_007058709.1,12436,XR_007058709.1,12436
SNORD118,NR_033294.2,137,NR_033294.2,137
ZNF852,NM_001423469.1,18852,NM_001423470.1,18852
LINC00974,NR_038442.1,4890,NR_038442.1,4890
LOC124901760,XR_007060563.1,2109,XR_007060563.1,2109
SYT16,NM_001367650.1,300389,NM_001367650.1,300389
CCDC90B,NM_001286116.2,27287,NM_021825.5,27287
NKAIN4,XM_017027636.3,14138,XM_017027636.3,14138
NUDT17,NM_001012758.3,3325,XM_011509260.3,3325
CNOT2,NM_001199302.2,111976,NM_001199302.2,111976
LOC105372179,NR_134579.1,1806,NR_134579.1,1806
KIAA0040,NM_001319230.2,36002,NM_001162893.2,36002
LOC105373461,NR_188370.1,5779,NR_188370.1,5779
KDR,NM_002253.4,47115,NM_002253.4,47115
SLC35A1,NM_006416.5,39363,NM_001168398.2,39363
LOC107984340,XR_001748274.1,6369,XR_001748274.1,6369
CARD14,NR_047566.2,39302,XM_054333205.1,39340
LOC105373741,XR_923580.2,16119,XR_923580.2,16119
LOC124907900,XM_047446754.1,1004,XM_047446754.1,1004
SLC6A15,NM_001146335.3,53309,NM_182767.6,53309
PRODH2,NM_001378294.1,12858,NM_021232.2,12858
LOC105370816,XR_932236.3,31023,XR_932234.3,31023
TMA7B,NM_001396013.1,4509,NM_001396013.1,4509
RBMY1F,NM_001382384.1,20039,NM_001382382.1,20039
SNORD13F,NR_145738.1,85,NR_145738.1,85
LPCAT2,NM_017839.5,77595,NM_017839.5,77595
CHP2,NM_022097.4,3910,NM_022097.4,3910
MIR4758,NR_039915.2,71,NR_039915.2,71
RIT2,NM_002930.4,372459,NM_001272077.2,372459
RAB15,NM_001308154.2,26521,NM_001330182.2,26521
ACTR8,XM_005265587.6,23161,XM_005265587.6,23161
LOC105378141,XR_943293.3,7947,XR_943293.3,7947
LOC107985838,XR_007086191.1,8682,XR_007086191.1,8682
LOC128031833,NM_001414729.1,180,NM_001414729.1,180
LOC105376016,XR_929554.3,28481,XR_929555.3,28481
LOC100192426,NR_024419.1,6215,NR_024419.1,6215
LOC102723752,XR_925956.4,16628,XR_925956.4,16628
LOC105374024,XR_007095990.1,7020,XR_007095990.1,7020
PIGY-DT,NR_134662.1,1182,NR_134663.1,1182
LOC105378350,XR_001747493.2,20289,XR_001747493.2,20289
ASAP1-IT2,NR_045385.1,2031,NR_045385.1,2031
KCNQ5-AS1,NR_046621.1,8712,NR_046621.1,8712
LOC124900251,XM_047422516.1,5010,XM_047422517.1,5010
OTOGL,NM_001368062.3,281344,NM_001378609.3,281344
LOC124901828,XR_007060664.1,104,XR_007060664.1,104
TXN,NM_001244938.2,12698,NM_003329.4,12698
YWHAG,NM_012479.4,32193,NM_012479.4,32193
ZFPM1,XM_011522914.3,85263,XM_047433667.1,85263
LINC01970,NR_135639.1,2769,NR_135639.1,2769
LOC105369819,XR_945057.3,4558,XR_945057.3,4558
LOC101060187,XR_007067367.1,8423,XR_007067367.1,8423
FAM156A,NM_001242497.2,48219,XM_017029457.1,48219
LINC02212,NR_104606.1,9202,NR_104606.1,9202
STX19,NM_001001850.3,14233,XM_011512842.3,14233
LINC02907,NR_171012.1,3314,NR_171012.1,3314
LOC646471,NR_024498.1,3653,NR_024498.1,3653
SLC47A1,NM_018242.3,45181,NM_018242.3,45181
RBM12B,XM_011517029.3,12855,XM_047421771.1,12855
LOC124902085,XR_007061216.1,104,XR_007061216.1,104
MBD2,NM_003927.5,73064,NM_003927.5,73064
ZNF706,NM_001267709.2,9171,NM_001267709.2,9171
LOC124902748,XR_007062878.1,768,XR_007062878.1,768
GATD1-DT,NR_126342.1,6720,NR_126343.1,6720
LOC105378148,XM_017011621.2,15413,XM_017011621.2,15413
SNORA22C,NR_145729.1,134,NR_145729.1,134
AGPAT5,XM_047421939.1,52862,XM_047421938.1,52862
CHCHD4,NM_001098502.2,12794,NM_144636.3,12794
LOC124901149,XR_007059083.1,2116,XR_007059083.1,2116
LOC124909405,XR_007095999.1,1880,XR_007095999.1,1880
TMEM50B,NR_040016.2,47489,XR_008485655.1,57046
LOC100289230,NR_036530.1,1876,NR_036530.1,1876
LOC124900883,XR_007058517.1,105,XR_007058517.1,105
LOC105374248,XR_924773.3,2931,XR_924773.3,2931
MIR4653,NR_039797.1,83,NR_039797.1,83
C1QL4,XM_011538270.3,4780,NM_001008223.2,4780
DNPEP-AS1,NR_183823.1,15063,NR_183822.1,15063
LINC01473,NR_110218.1,52787,NR_110218.1,52787
LINC02333,NR_120400.1,7589,NR_120400.1,7589
LOC124902284,XR_007061815.1,579,XR_007061815.1,579
LSM14B,XM_011528605.3,12900,XM_011528611.4,12900
LOC107985138,XR_001753491.2,6952,XR_001753491.2,6952
NDUFA6-DT,NR_034118.2,34417,NR_034118.2,34418
LOC124900224,XR_007059951.1,127,XR_007059951.1,127
CNTNAP3C,XM_011545672.4,131026,XM_011545672.4,131026
ZNF516-AS1,NR_136504.1,2267,NR_136504.1,2267
LOC105379104,XR_948631.4,62441,XR_948632.4,62441
LOC105371734,NR_188182.1,13499,NR_188182.1,13499
LOC124901030,XM_047417984.1,1985,XM_047417984.1,1985
PILRB,NM_001371931.2,9715,NM_178238.4,9715
EAF1,NM_033083.7,15016,NM_033083.7,15016
LOC124903257,XR_007063952.1,68,XR_007063952.1,68
OTUD6B,NM_001286745.3,16750,NM_001416022.1,16750
